OW001-4,霞风玉露,246,249,254
OW002-4,烟紫,241,245,254
OW003-4,淡菊,249,247,250
OW004-4,蕙心兰,247,244,247
OW073-4,含羞紫,240,237,239
OW005-4,日色微明,249,251,252
OW009-4,杏雨梨云,250,249,251
OW006-4,暮春,249,246,245
OW010-4,傲霜,249,247,244
OW007-4,烟雨和风,252,250,246
OW008-4,婷玉,252,247,243
OW011-4,韶光年华,250,247,242
OW074-4,优雅日光,249,250,245
OW075-4,静谧之纯,250,252,252
OW012-4,晴空,254,254,248
OW076-4,柔粉,249,242,229
OW015-4,冰清玉透,255,252,242
OW014-4,绮丽,250,248,240
OW016-4,草莺,252,248,237
OW013-4,容华,251,252,243
OW077-4,雅粉,246,243,235
OW022-4,银珠,255,255,248
OW021-4,珠贝色,254,255,253
OW078-4,柔珠彩,255,255,244
OW079-4,丝滑飘羽,254,254,246
OW080-4,粉象牙,255,254,242
OW081-4,清馨,251,250,235
OW018-4,露水芙蓉,251,249,237
OW082-4,云端漫步,248,248,239
OW083-4,白鸽,248,246,236
OW084-4,生机,247,246,231
OW019-4,白月皎洁,251,250,235
OW085-4,原味酸奶,254,252,233
OW020-4,芸黄,248,243,227
OW064-4,梧桐树,241,236,218
OW017-4,天朗气清,255,255,240
OW031-4,韵白,252,255,249
OW025-4,菱花白,252,255,250
OW033-4,珍珠白,253,255,252
OW086-4,漫天风雪,251,254,247
OW034-4,贝卡黄,249,252,242
OW023-4,燕黄,253,255,245
OW027-4,银装素裹,250,254,250
OW030-4,天竺葵,252,255,250
OW029-4,菊蕊白,252,255,248
OW087-4,麦芽黄,255,254,240
OW024-4,水蜜黄,255,254,237
OW088-4,白晶菊,252,255,245
OW026-4,蜜合色,253,255,248
OW039-4,柳絮白,252,255,248
OW032-4,鸭嘴黄,251,252,231
OW028-4,柠檬绸,251,253,237
OW070-4,新叶黄,249,252,237
OW035-4,萱草,248,251,237
OW040-4,松花黄,252,255,242
OW038-4,象牙白,251,255,249
OW037-4,流花白,251,255,248
OW036-4,钻石黄,250,254,246
OW065-4,迷情白,246,251,242
OW072-4,暖翠,241,244,229
OW071-4,淡黄绿,245,249,235
OW089-4,水月相融,249,255,243
OW047-4,飞花点翠,248,255,245
OW046-4,松耳石,249,255,251
OW042-4,冰晶,250,255,253
OW052-4,竹叶青,242,253,247
OW090-4,冰雪精灵,249,255,248
OW048-4,秋香绿,248,255,251
OW091-4,春的苏醒,248,254,248
OW092-4,薄荷种子,240,252,246
OW044-4,玉青,250,255,253
OW041-4,霜花白,250,255,254
OW043-4,藕荷绿,250,255,253
OW050-4,绿丝,240,251,246
OW051-4,抹茶,241,251,246
OW053-4,冰霜蓝,243,253,254
OW055-4,烟青,237,247,245
OW058-4,蟹壳青,236,253,255
OW057-4,海天蓝,237,251,254
OW060-4,雪蓝,220,233,239
OW049-4,碧落清泉,239,249,251
OW054-4,青山淡彩,238,247,247
OW045-4,海滨微风,248,254,255
OW056-4,纯净灰,238,245,245
OW059-4,浅莲灰,240,246,248
OW093-4,玉润雅静,246,252,247
OW094-4,香醇豆奶,242,245,237
OW066-4,清萍白,243,246,238
OW067-4,杏子灰,240,241,229
OW068-4,雅典白,234,235,224
OW061-4,明斯克灰,244,246,244
OW069-4,杨枝玉,247,250,244
OW062-4,浅豆沙,242,242,232
OW095-4,白桦树,235,236,230
OW063-4,沙漠雾,239,240,233
RC0107-4,思念,251,251,246
RC0251-4,荷仙姑,240,220,226
RC0260-4,莲花仙子,239,208,223
RC0270-3,醉卧花丛,215,175,199
RC0280-2,雪玫瑰,193,140,171
RC0290-2,紫绢,177,119,149
RC0001-2,海滩暮色,162,109,145
RC0002-4,柔皙,252,239,251
RC0003-4,蜜桃粉,243,223,240
RC0004-4,粉唇,241,211,233
RC0005-4,野山莓,234,190,220
RC0006-3,柔情丁香,221,168,206
RC0007-2,甜美殿堂,207,139,181
RC0008-2,贝蒂猫,188,113,157
RC0009-4,法国玫瑰,252,242,249
RC0010-4,初生,249,225,243
RC0011-4,珊瑚粉,246,211,236
RC0012-4,酸果蔓,237,188,223
RC0013-3,紫藤花园,224,165,207
RC0014-2,花语精华,213,134,184
RC0015-2,醉艳,196,108,161
RC0016-4,山樱花,253,243,248
RC0017-4,粉彩,249,226,238
RC0210-4,甜蜜公主,244,206,226
RC0018-4,小桃园,236,200,220
RC0220-3,花季,230,173,209
RC0230-2,艳若桃李,213,137,181
RC0240-2,玫瑰之约,202,113,164
RC0307-4,葡萄酒,252,251,247
RC0019-4,满架蔷薇,255,236,241
RC0020-4,精灵之歌,250,224,234
RC0310-4,羞答答,243,203,220
RC0320-3,经典粉色,234,175,203
RC0330-2,红尘往事,220,137,173
RC0340-2,倩女美唇,212,113,152
RC0021-4,梦游仙境,255,242,247
RC0022-4,香水百合,251,225,239
RC0023-4,爱的味道,248,212,230
RC0024-4,粉红佳人,242,189,216
RC0025-3,草莓甜筒,234,169,202
RC0026-2,百花香,221,135,173
RC0027-2,蔷薇花,210,112,152
RC0028-4,挚爱芳华,255,234,237
RC0029-4,诱惑,250,221,230
RC0030-4,桃花红,247,211,226
RC0031-4,春光烂漫,236,186,210
RC0032-3,红裙飞舞,224,163,192
RC0033-2,粉艳霓裳,214,134,165
RC0034-2,风韵万千,195,107,135
RC0035-4,梦里花,250,242,246
RC0036-4,香芋紫粉,250,226,242
RC0037-4,花颜悦色,248,204,226
RC0038-4,茶花女,235,183,204
RC0039-3,樱桃沙,224,163,187
RC0040-2,绚光媚影,210,131,155
RC0041-2,锦鲤,192,108,129
RC0042-4,雾中玫瑰,255,244,243
RC0043-4,天堂花语,252,224,236
RC0044-4,纯真,250,211,228
RC0045-4,春桃,245,188,212
RC0046-3,公主粉,238,166,193
RC0047-2,粉色童话,226,136,166
RC0048-2,木棉花,214,111,142
RC0207-4,雪山霞光,248,241,240
RC0201-4,大花蕙兰,250,236,234
RC0049-4,小步舞曲,247,219,226
RC0410-4,怡然蝶园,249,208,220
RC0420-3,胭脂扣,242,173,193
RC0430-2,憧憬,230,141,166
RC0440-2,洋红,221,116,143
RC0050-4,蝴蝶飞,253,246,247
RC0051-4,粉雨,254,228,236
RC0052-4,蜜桃派,253,215,227
RC0053-4,玫瑰舞,242,167,190
RC0054-3,夹竹桃,242,167,189
RC0055-2,粉装玉琢,231,134,158
RC0056-2,胭脂蝴蝶,221,113,137
RC0057-4,甜蜜之源,255,242,243
RC0058-4,小情歌,255,229,237
RC0059-4,水玉草莓,254,216,224
RC0060-4,梦幻糖果,251,190,207
RC0061-3,快乐天使,244,167,187
RC0062-2,杨桃,235,136,156
RC0063-2,娇艳欲滴,225,115,132
RC0064-4,粉颜,252,237,235
RC8151-4,睡莲红,250,217,220
RC0065-4,缪斯女神,250,208,216
RC8110-4,玫瑰粉,247,190,198
RC8120-3,石竹花,239,151,162
RC8130-2,樱桃白兰地,217,110,128
RC8140-1,精臻红,201,92,112
RC0066-4,清雅,254,247,249
RC0067-4,花样甜心,253,240,238
RC0068-4,丘比特,255,226,233
RC0510-4,荷兰石竹,251,200,211
RC0520-3,仙人翘,249,174,188
RC0530-2,甜蜜新娘,240,142,159
RC0540-2,热情西班牙,232,120,133
RC0069-4,水灵,255,239,238
RC0070-4,浪漫樱花,254,222,224
RC0071-4,柔软心情,252,206,212
RC0072-4,粉黛,246,186,195
RC0073-3,珊瑚色,236,163,172
RC0074-2,粉艳茶花,224,131,136
RC0075-2,艳芳绝代,207,111,114
RC0076-4,冰沁水粉,253,234,232
RC0077-4,蜜语,254,222,222
RC0078-4,草莓冰激凌,253,211,215
RC0079-4,婚礼祝福,250,192,198
RC0080-3,春色撩人,242,169,177
RC0081-2,粉蝶飞舞,233,138,142
RC0082-2,艳阳珊瑚,218,114,116
RC0083-4,情窦初开,255,239,233
RC0084-4,婴儿粉,255,225,225
RC0085-4,巴黎诗人,254,209,213
RC0086-4,涩樱红,250,185,192
RC0087-3,粉桃精灵,249,169,179
RC0088-2,烂漫,242,139,146
RC0089-2,艳光四射,232,120,126
RC0090-4,浪漫嫩粉,254,254,254
RC7901-4,春花红,251,239,232
RC0501-4,柔情依依,255,236,230
RC0610-4,嫣然一笑,251,197,199
RC0620-3,幻色星辰,249,169,173
RC0630-2,迷情岁月,236,142,144
RC0640-2,日出,226,118,118
RC0091-4,雪之吻,251,242,237
RC0092-4,摇摆恋曲,255,225,223
RC0093-4,迷人淡红,254,210,208
RC0094-4,倾城之恋,250,187,190
RC0095-3,印尼风情,250,171,176
RC0096-2,哈瓦那红,245,144,142
RC0097-2,蜜桃滋味,237,125,121
RC0098-4,魅惑巴黎,251,232,227
RC8051-4,高地红,251,215,214
RC0099-4,花漾年华,252,197,198
RC8010-4,艳阳天,247,189,189
RC8020-3,樱草红,240,153,157
RC8030-2,锦红菱,219,111,118
RC8040-1,珊瑚红,207,88,100
RC0401-4,出水芙蓉,251,234,232
RC0100-4,扶郎花,250,225,232
RC0651-4,菁菁校园,253,214,214
RC0660-4,红珊瑚,248,191,194
RC0670-3,海中珊瑚,233,156,162
RC0680-2,淘气红娘,222,131,134
RC0690-2,埃及红,201,107,107
RN0507-4,欢乐,253,242,242
RN0308-4,仙鹤红,250,239,238
RN0001-4,花仙子,252,224,230
RN0002-4,花开诱惑,246,210,226
RN0003-3,海棠粉,230,171,189
RN0004-3,红梅色,224,160,173
RN0490-2,姹紫嫣红,187,108,120
RN8101-4,粉茶花,251,242,243
RN8001-4,红樱桃,250,232,228
RN0408-4,孔雀红,247,225,224
RN0451-4,亲亲宝贝,243,206,212
RN0460-4,落日余辉,239,190,200
RN0470-3,红粉佳人,220,160,174
RN0480-2,如浴金香,202,132,146
RN0208-4,巴蕾舞,248,235,236
RN0407-4,烛光,250,237,240
RN0351-4,纤纤玉指,251,225,232
RN0360-4,傲霜冬梅,245,206,218
RN0370-3,雾都玫瑰,227,171,190
RN0380-2,鲤鱼吐芳,208,142,165
RN0390-2,吉庆祥和,186,116,138
RN0005-4,春樱,255,242,243
RN0006-4,恋爱之色,251,223,231
RN0007-4,绚烂粉蜜,247,207,217
RN0008-4,生如夏花,238,185,202
RN0009-3,浓情蜜桃,227,161,181
RN0010-2,落燕,211,128,145
RN0011-2,红磨坊,196,104,120
RN0012-4,夏日精灵,254,236,236
RN0013-4,娴静淑女,249,217,224
RN0014-4,香芋派,239,203,212
RN0015-4,醉颜羞涩,226,181,194
RN0016-3,烟熏粉,210,159,175
RN0017-2,冰乌梅,191,126,142
RN0018-2,蜜豆,175,106,120
RN0019-4,香甜嫩粉,255,226,233
RN0020-4,蕾丝公主,250,222,225
RN0021-4,美人初醉,238,200,208
RN0022-4,海棠花香,229,179,190
RN0023-3,豆沙红,216,157,171
RN0024-2,浆果色,198,123,134
RN0025-2,相思豆,181,103,112
RN0026-4,天使之翼,254,240,237
RN0027-4,窈窕淑女,248,213,215
RN0028-4,露染胭脂,242,197,199
ON1910-4,空谷幽兰,229,171,176
RN0030-3,印度红,210,147,154
RN0031-2,红枫林,198,117,120
RN0032-1,石榴红,185,98,100
RN0033-4,粉果冻,255,246,245
RN0034-4,西雅图之夜,255,227,225
RN0551-4,静若处子,250,213,215
ON1960-4,千娇百媚,236,184,185
ON1970-3,想入非非,211,147,148
RN0580-2,百思草,201,127,130
RN0590-2,宝塔红,177,102,101
RN0035-4,宁静,254,234,227
RN0036-4,轻柔香吻,248,213,212
RN0037-4,蓓蕾绽放,241,197,197
RN0038-3,拉丁女郎,227,173,174
RN0039-3,立陶宛红,214,149,151
RN0040-2,印第安红,197,118,115
RN0041-1,深红烈焰,176,94,86
RN0301-4,顾影留盼,250,237,233
RN0608-4,水彩画,250,230,226
RN0751-4,三月桃红,250,203,198
RN0760-4,跳跃粉彩,238,188,186
RN0770-3,爱莲小语,222,157,158
RN0780-2,怡然黏土,196,122,121
RN0790-2,布达拉宫,180,99,97
RN0042-4,粉水晶,249,245,239
RN0043-4,梦寐,251,228,228
RN0044-4,浪漫之歌,239,193,191
RN0045-4,落英缤纷,249,185,185
RN0046-3,暖炉,232,158,157
RN0047-3,甜蜜蜜,225,145,145
RN0048-2,红薯,206,124,125
RN0049-4,哈达,255,253,247
RN0050-4,珠光淡粉,255,238,236
RN0051-4,蝶之恋,252,236,237
RN0710-4,玫瑰新娘,242,185,181
RN0720-3,珊瑚礁,223,149,145
RN0730-2,热情姜色,212,130,126
RN0740-2,深红,194,105,99
RN0708-4,番薯红,252,242,231
RN0607-4,红丝带,251,237,229
RN0052-4,芙蓉仙子,241,197,188
RN0053-4,映花,236,186,179
RN0054-3,陶瓷,221,159,151
RN0055-2,炉火,212,134,123
RN0056-2,朱丹,185,103,94
RN0057-4,淡粉,255,237,229
RN0058-4,漫步云间,245,204,199
RN0059-4,巴洛克圆舞曲,236,187,181
RN0060-3,私语,222,163,155
RN0061-3,红豆沙,209,141,134
RN0062-2,墨西哥风情,191,113,99
RN0063-1,瓦砾红,177,97,85
RN0064-4,梳妆,252,251,243
RN0065-4,伊甸园,253,243,243
RN1451-4,千千结,254,222,211
RN1460-4,鲜泡夫,245,186,178
RN1470-3,神殿红,226,153,142
RN1480-2,映山红,209,125,115
RN1490-2,新新人类,192,105,91
RN0066-4,昙花一现,255,241,229
RN1508-4,玫瑰石,254,235,224
RN0067-4,丰润映像,255,214,199
RN1410-4,妩媚娇娃,250,206,194
RN1420-3,小辣椒,229,169,158
RN1430-2,圣诞夜,220,149,134
RN1440-2,矿物红,199,125,107
RN0068-4,嫦娥,254,242,233
RN0069-4,淡粉迷香,255,237,226
RN0070-4,胭脂粉,249,214,204
RN0071-4,月季花,252,207,194
RN0072-3,嫣红,226,168,153
RN0073-2,火焰山,204,123,111
RN0074-2,焦糖玛奇朵,182,101,90
RN1501-4,轻纱遮面,254,243,230
RN0075-4,粉芳淡雅,255,242,236
RN1551-4,囡囡红,253,224,212
RN1560-4,玫瑰红,249,193,181
RN1570-3,三文鱼,237,161,148
RN1580-2,浓浓鲜橙,221,138,122
RN1590-2,红贝壳,206,111,94
RN0707-4,粉茉莉,251,243,233
RN1401-4,天然一色,252,239,225
RN0076-4,春城一瞥,252,218,203
RN0077-4,花姿,248,215,199
RN1660-4,龙虾沙律,242,189,171
RN0078-2,陶罐,212,137,119
RN0079-1,秋枫,182,92,70
RA8100-1,浪漫彩,187,77,101
RA0300-1,红色恋人,160,63,77
RA8000-1,瓦红,182,60,65
RA0400-1,滚滚红尘,165,63,62
RA0500-1,激情岁月,184,74,68
RA1500-1,番茄汁,178,71,56
RA0600-1,烈焰红唇,165,71,57
RA8300-1,醉红,186,67,59
RA7900-1,圣女果,199,82,55
RA0700-1,勃艮地红,125,67,60
RA1400-1,战地女神,146,72,65
RA1600-1,泥土芬芳,160,78,54
RA0800-1,胡桃木,91,66,62
OC0601-4,纯真岁月,253,241,233
OC7951-4,粉红棉,252,228,221
OC7910-4,山茶花,249,206,199
OC7920-3,荷红,248,173,163
OC0001-2,玫瑰花茶,242,142,138
OC7930-2,香山枫,227,128,120
OC7940-1,榴花红,201,95,88
OC0002-4,淡水粉,251,250,242
OC0508-4,岩石红,250,241,232
OC0701-4,粉霜,253,232,222
OC1510-4,红颜知己,254,214,206
OC1520-3,天鹅绒,251,183,172
OC1530-2,黎明拂晓,239,153,137
OC1540-2,西班牙女郞,231,126,110
OC0003-4,冰肌莹彻,255,248,241
OC0004-4,心随色动,255,227,221
OC0005-4,恋爱花火,255,213,207
OC0006-4,甜蜜粉,254,194,188
OC0007-3,香甜蜜桃,251,176,169
OC0008-2,桃乐丝,245,149,135
OC0009-2,西柚红,239,122,107
OC0010-4,美妙约会,255,242,234
OC0011-4,粉杏,255,230,223
OC0012-4,粉若桃李,255,221,216
OC0013-4,藕荷色,253,196,190
OC0014-3,西瓜红,251,176,170
OC0015-2,红粉,245,146,132
OC0016-2,红胭脂,232,126,110
OC0017-4,柔美色,255,243,228
OC0018-4,浣纱,252,220,201
OC1651-4,雨花石,251,206,186
OC1610-4,日光浴 ,250,198,177
OC1620-3,芊芊虾米,235,163,141
OC1630-2,小山羊,225,145,119
OC1640-2,杏仁夹心,206,119,94
OC0019-4,嫩荷,252,228,214
OC0020-4,香盈袖,249,213,196
OC0021-4,暖心,242,199,178
OC0022-3,康乃馨,233,179,158
OC1670-3,金银花,228,161,136
OC1680-2,棕瓦瓷,216,140,116
OC1690-2,热情白兰地,198,113,85
OC0023-4,淡奶泡沫,255,245,230
OC0024-4,都市甜心,246,206,182
OC0025-4,浓郁芬芳,242,199,175
OC0026-3,梅花鹿,231,176,145
OC0027-3,窑土,224,164,137
OC0028-2,牛奶糖,202,129,103
OC0029-1,砖红,183,98,73
OC0030-4,淡雅玫瑰,255,247,233
OC0031-4,精灵新娘,254,237,219
OC0032-4,丝柔百合,249,218,196
OC0033-3,远古呼唤,223,166,133
OC0034-2,秋日阳光,211,140,109
OC0035-2,火山红,194,121,88
OC0036-1,钢铁苍穹,176,93,64
OC2207-4,高地生活,252,243,226
OC2201-4,人面桃花,254,235,216
OC2251-4,十月红雾,248,212,190
OC2210-4,贝壳,240,197,171
OC2220-3,夕阳,222,165,134
OC2230-2,高粱穗,206,138,106
OC2240-2,采桔之乐,188,121,90
OC0037-4,莹嫩淡粉,255,247,231
OC0038-4,梦幻怡人,255,239,218
OC0039-4,丝袜奶茶,252,228,203
OC0040-4,三月东京,241,198,165
OC0041-3,部落风情,228,172,136
OC0042-2,可可,209,139,101
OC0043-2,肯尼亚土地,190,116,86
OC1701-4,玉米彩,255,246,228
OC0044-4,江边映日,250,219,193
OC0045-4,初妍,244,204,177
OC2260-4,三月桃花,244,199,168
OC2270-3,桃红灿烂,226,168,128
OC2280-2,琥珀叶,212,146,105
OC2290-2,阳光女孩,197,125,84
OC0046-4,梦幻想,254,246,234
OC0047-4,白杏色,255,249,236
OC0048-4,婵韵,248,211,182
OC0049-3,荷兰木鞋,231,178,139
OC0050-2,浅麻棕,221,154,111
OC0051-2,棕铜,203,134,92
OC0052-1,秋色,184,104,63
OC0053-4,胭红,255,242,235
OC0054-4,暗恋印象,255,231,216
OC0055-4,迷雾情缘,255,217,200
OC0056-4,蜜月,255,205,185
OC0057-3,橙香,253,179,158
OC0058-2,香橙味,249,153,119
OC0059-2,艳丽亮橘,241,131,96
OC0060-4,金纯卓颜,255,246,229
OC0061-4,粉裸色,255,231,212
OC0062-4,落日清风,255,224,205
OC0063-4,江南水红,255,203,179
OC0064-3,瑚光珊色,252,185,158
OC0065-2,活力亮橙,248,157,119
OC0066-2,火烧云,235,135,97
OC0067-4,樱花烂漫,253,252,251
OC0068-4,爱慕之情,255,235,216
OC0069-4,粉色夏恋,255,221,198
OC1710-4,温香暖玉,255,214,186
OC1720-3,杏黄,254,185,156
OC1730-2,天籁之音,249,158,122
OC1740-2,篝火彩,239,132,93
OC0070-4,嫩皙,255,243,224
OC0071-4,雪颜臻透,255,235,214
OC0072-4,美感粉瓷,255,221,195
OC0073-4,锦色流年,255,205,171
OC0074-3,温馨粉,255,188,151
OC0075-2,午后沙滩,250,160,110
OC0076-2,西部风情,241,140,88
OC1607-4,浅米色,251,249,237
OC2208-4,想往,253,242,225
OC1751-4,桃花彩,255,229,206
OC1760-4,蟠桃彩,254,213,180
OC1770-3,天使之吻,247,182,145
OC1780-2,热情沙漠,243,166,123
OC1790-2,水晶萝卜,226,139,94
ON0001-4,魔恋仙灵,255,247,227
ON8201-4,薄雾杏色,255,243,222
ON8251-4,枇杷黄,255,233,207
ON8220-4,热带水果,255,207,168
ON8230-3,黄鲤,255,187,140
ON0002-2,激情荷兰,248,139,83
ON0056-1,枫叶红,200,109,76
ON0003-4,如玉,255,250,234
ON0004-4,雪蜜,255,237,213
ON0005-4,摩登米兰,255,224,192
ON0006-4,金纯粉润,255,210,171
ON0007-3,橙红,255,191,145
ON0008-2,奇想世界,253,165,104
ON0009-2,晚霞红日,244,146,87
ON0010-4,风雪娇梅,255,242,217
ON0011-4,苍麒麟,254,240,215
ON8210-4,蜜桔,255,222,187
ON1820-3,温泉浴,251,190,140
ON1830-2,鲜橙汁,247,173,114
ON8240-2,金盏花,251,162,104
ON1840-2,十月金秋,235,143,85
ON0012-4,月色,255,246,222
ON0013-4,蜜霞,255,236,209
ON0014-4,容光焕发,255,226,192
ON0015-4,沙舞,255,208,163
ON0016-3,甜蜜金橘,255,195,147
ON0017-2,晚霞,254,169,103
ON0018-2,木瓜芬芳,252,151,82
ON0019-4,温情,253,243,221
ON0020-4,和煦,253,238,210
ON0021-4,乳橘色,255,227,189
ON0022-4,初夏枇杷,255,211,159
ON0023-3,蜜橙,255,200,145
ON0024-2,芒果柑橘,255,176,100
ON0025-2,午后艳阳,254,158,78
ON0026-4,清新优雅,255,250,227
ON0027-4,水梦之乡,255,233,194
ON0028-4,雨过天晴,255,228,184
ON0029-4,奶油曲奇,255,211,152
ON0030-3,沙滩小屋,255,199,131
ON0031-2,金菊蟹黄,255,179,92
ON0032-2,骄阳似火,255,165,73
ON0033-4,纯净光韵,255,252,227
ON1901-4,象牙海岸,255,248,220
ON0034-4,逐梦精灵,255,238,203
ON1910-4,烛光摇曳,255,221,173
ON1920-3,缅甸玉,255,203,137
ON1930-2,橘碧彩,254,182,101
ON1940-2,梦之果,254,162,73
ON1908-4,法式面包,255,245,220
ON0035-4,华丽印象,255,238,207
ON1951-4,阿里巴巴,255,233,192
ON1960-4,黎明之月,255,222,175
ON1970-3,大漠戈壁,252,198,140
ON1980-2,南瓜瓤,248,180,109
ON1990-2,印度玉米,234,159,85
ON1907-4,亚麻桌布,255,252,229
ON2708-4,果仁蛋糕,254,245,214
ON2751-4,金发碧眼,255,233,176
ON2760-3,倩女幽魂,254,208,139
ON2770-3,五谷丰登,255,202,115
ON2780-2,金海螺,253,187,81
ON2790-2,野菊花,242,167,65
ON0036-4,玄米,255,253,230
ON0037-4,粉嫩丝滑,255,238,196
ON0038-4,娇黄,255,231,177
ON0039-4,清新早晨,255,217,148
ON0040-3,芒果布丁,255,209,127
ON0041-2,鸡蛋黄,255,191,75
ON0042-2,满月,255,180,51
ON0043-4,冬日午后,255,252,223
ON3608-4,胡椒黄,254,246,217
ON2701-4,象牙黄,255,240,198
ON2710-4,太白金星,255,219,151
ON2720-3,正黄旗,255,204,112
ON2730-2,天竺黄,255,194,85
ON2740-2,万寿菊,255,182,61
ON0044-4,无瑕,255,255,245
ON0045-4,微光粼粼,255,246,222
ON0046-4,嫩水仙,254,229,186
ON0047-3,野餐时光,251,217,170
ON0048-3,甘草重生,237,188,133
ON0049-2,浓情蜜意,219,158,94
ON0050-2,鸳鸯奶茶,199,146,91
ON0051-4,水晶月亮,255,252,226
ON0067-4,米绸色,255,250,229
ON0052-4,珊瑚花,255,239,208
ON0053-4,蛋奶甜品,254,233,192
ON0054-3,阳光小屋,252,220,167
ON0055-3,杨枝甘露,248,197,138
ON0057-2,金棕榈,198,142,91
ON0058-4,春雨,242,236,220
ON0059-4,水清沙白,255,241,210
ON0060-4,桂花糖,253,227,191
ON0061-4,醇香燕麦,248,209,164
ON0062-3,土耳其黄,240,194,145
ON0063-2,桂圆蛋糕,223,170,110
ON0064-2,秋日稻谷,212,154,93
ON0065-4,古董白,254,248,230
ON0066-4,润采无暇,253,231,200
ON1810-4,橙花油,254,217,176
ON0068-4,菠萝冻,246,206,165
ON0069-3,南海诗人,234,185,143
ON0070-2,埃及古迹,219,161,109
ON0071-2,时尚棕榈,209,145,92
ON2508-4,含羞草,252,246,223
ON0072-4,梦仙缭绕,255,240,216
ON0073-4,朝霞,252,224,194
ON0074-3,杏仁茶,245,200,161
ON0075-3,极地晨光,248,197,155
ON0076-3,夕阳城堡,239,179,135
ON0077-2,苍茫大地,189,133,91
ON0078-4,轻幔绮罗,255,251,235
ON0079-4,淡雅韵味,255,242,219
ON0080-4,橘果酱,251,219,182
ON0081-3,金麒麟,238,189,149
ON0082-2,秋之叶,222,155,107
ON0083-2,金陶黄,220,153,106
ON0084-1,灵感穆斯,198,121,69
ON0085-4,釉粉,255,246,227
